symbol,company,anex,acqName,date,pid,tkdAcqm,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,did,tdpTransactionType,tdpDerivativeContractType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
M&M,Mahindra & Mahindra Limited,7(2),Mahindra & Mahindra Employees' Stock Option Trust,24-Jul-2025 19:18,1185423,,0,0,0,0,Equity Shares,48921,547085,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185423_1492771_24072025071840_WEB.xml,Other,42520584,3.42,244605,Equity Shares,42471663,3.42,24-Jul-2025,24-Jul-2025,24-Jul-2025,ESOP,-,NA,-
VINEETLAB,Vineet Laboratories Limited,7(2),Valluri Varaprasada Rao,24-Jul-2025 18:21,1185420,,0,0,0,0,Equity Shares,607,547082,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185420_1492633_24072025062150_WEB.xml,Promoters,17979,0.2,20237,Equity Shares,17372,0.19,19-May-2025,19-May-2025,23-Jul-2025,Market Sale,-,NSE,-
VINEETLAB,Vineet Laboratories Limited,7(2),Valluri Varaprasada Rao,24-Jul-2025 18:21,1185420,,0,0,0,0,Equity Shares,3372,547083,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185420_1492633_24072025062150_WEB.xml,Promoters,17372,0.19,110500,Equity Shares,14000,0.15,30-Jun-2025,30-Jun-2025,23-Jul-2025,Market Sale,-,NSE,-
MASTEK,Mastek Limited,7(2),Arun Agarwal,24-Jul-2025 16:55,1185418,,0,0,0,0,Equity Shares,1000,547079,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185418_1492374_24072025045526_WEB.xml,Employees/Designated Employees,5500,0.02,2565000,Equity Shares,4500,0.01,23-Jul-2025,23-Jul-2025,24-Jul-2025,Market Sale,-,NSE,-
DBCORP,D.B.Corp Limited,7(2),D B Power Limited,24-Jul-2025 15:01,1185409,,0,0,0,0,Equity Shares,21915,547076,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185409_1492166_24072025030151_WEB.xml,Promoter Group,961100,0.54,6243086,Equity Shares,983015,0.55,22-Jul-2025,22-Jul-2025,23-Jul-2025,Market Purchase,-,NSE,-
DBCORP,D.B.Corp Limited,7(2),D B Power Limited,24-Jul-2025 15:01,1185409,,0,0,0,0,Equity Shares,21466,547077,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185409_1492166_24072025030151_WEB.xml,Promoter Group,983015,0.55,6050780,Equity Shares,1004481,0.56,23-Jul-2025,23-Jul-2025,24-Jul-2025,Market Purchase,-,NSE,-
EMKAY,Emkay Global Financial Services Limited,7(2),Nirav Sheth,24-Jul-2025 13:45,1185406,,0,0,0,0,Equity Shares,68406,547072,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185406_1492084_24072025014544_WEB.xml,-,246000,0.97,4305295,Equity Shares,314406,1.23,21-Jul-2025,23-Jul-2025,23-Jul-2025,ESOP,-,NA,-
TEJASCARGO,Tejas Cargo India Limited,7(2),Manish Bindal,24-Jul-2025 13:14,1185405,,0,0,0,0,Equity Shares,3200,547070,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185405_1492062_24072025011413_WEB.xml,Promoters,8866606,37.11,706438,Equity Shares,8869806,37.12,22-Jul-2025,22-Jul-2025,23-Jul-2025,Market Purchase,-,NSE,-
HDBFS,HDB Financial Services Limited,7(2),Shishir Janardhan Kunder,23-Jul-2025 18:27,1185400,,0,0,0,0,Equity Shares,1722,547066,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185400_1491606_23072025062756_WEB.xml,-,5460,0,1370109,Equity Shares,3738,0,21-Jul-2025,21-Jul-2025,22-Jul-2025,Market Sale,-,NSE,-
HDBFS,HDB Financial Services Limited,7(2),Shishir Janardhan Kunder,23-Jul-2025 18:27,1185400,,0,0,0,0,Equity Shares,278,547067,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185400_1491606_23072025062756_WEB.xml,-,3738,0,212809,Equity Shares,3460,0,21-Jul-2025,21-Jul-2025,23-Jul-2025,Market Sale,-,BSE,-
HDBFS,HDB Financial Services Limited,7(2),Sreedhar T V S,23-Jul-2025 18:27,1185400,,0,0,0,0,Equity Shares,10080,547068,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185400_1491606_23072025062756_WEB.xml,-,10130,0,8009770,Equity Shares,50,0,21-Jul-2025,21-Jul-2025,22-Jul-2025,Market Sale,-,NSE,-
MONOLITH,Monolithisch India Limited,7(2),PRABHAT TEKRIWAL,23-Jul-2025 17:51,1185397,,0,0,0,0,Equity Shares,6000,547060,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185397_1491531_23072025055123_WEB.xml,Promoters,2079960,9.57,409,Equity Shares,2085960,9.61,-,-,23-Jul-2025,Market Purchase,-,NSE,-
MONOLITH,Monolithisch India Limited,7(2),PRABHAT TEKRIWAL,23-Jul-2025 17:51,1185397,,0,0,0,0,Equity Shares,1000,547061,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185397_1491531_23072025055123_WEB.xml,Promoters,2079960,9.57,409,Equity Shares,2080960,9.58,-,-,23-Jul-2025,Market Purchase,-,NSE,-
MONOLITH,Monolithisch India Limited,7(2),PRABHAT TEKRIWAL,23-Jul-2025 17:51,1185397,,0,0,0,0,Equity Shares,7000,547062,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185397_1491531_23072025055123_WEB.xml,Promoters,2079960,9.57,409,Equity Shares,2086960,9.61,-,-,23-Jul-2025,Market Purchase,-,NSE,-
MONOLITH,Monolithisch India Limited,7(2),PRABHAT TEKRIWAL,23-Jul-2025 17:51,1185397,,0,0,0,0,Equity Shares,1000,547059,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185397_1491531_23072025055123_WEB.xml,Promoters,2079960,9.57,408,Equity Shares,2080960,9.58,-,-,23-Jul-2025,Market Purchase,-,NSE,-
MONOLITH,Monolithisch India Limited,7(2),PRABHAT TEKRIWAL,23-Jul-2025 17:51,1185397,,0,0,0,0,Equity Shares,2000,547058,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185397_1491531_23072025055123_WEB.xml,Promoters,2079960,9.57,407,Equity Shares,2081960,9.59,-,-,23-Jul-2025,Market Purchase,-,NSE,-
MONOLITH,Monolithisch India Limited,7(2),PRABHAT TEKRIWAL,23-Jul-2025 17:51,1185397,,0,0,0,0,Equity Shares,1000,547056,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185397_1491531_23072025055123_WEB.xml,Promoters,2079960,9.57,410,Equity Shares,2080960,9.58,-,-,23-Jul-2025,Market Purchase,-,NSE,-
MONOLITH,Monolithisch India Limited,7(2),PRABHAT TEKRIWAL,23-Jul-2025 17:51,1185397,,0,0,0,0,Equity Shares,9000,547057,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185397_1491531_23072025055123_WEB.xml,Promoters,2079960,9.57,409,Equity Shares,2088960,9.62,-,-,23-Jul-2025,Market Purchase,-,NSE,-
MAITHANALL,Maithan Alloys Limited,7(2),Sheela Devi Agarwalla,23-Jul-2025 17:48,1185396,,0,0,0,0,Equity Shares,121967,547055,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185396_1491521_23072025054818_WEB.xml,Promoter Group,6350337,21.81,0,Equity Shares,6228370,21.39,23-Jul-2025,23-Jul-2025,23-Jul-2025,Gift,-,NA,-
MAITHANALL,Maithan Alloys Limited,7(2),Mitu Agarwalla,23-Jul-2025 17:48,1185396,,0,0,0,0,Equity Shares,15000,547053,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185396_1491521_23072025054818_WEB.xml,Promoter Group,10000,0.03,0,Equity Shares,25000,0.09,23-Jul-2025,23-Jul-2025,23-Jul-2025,Gift,-,NA,-
MAITHANALL,Maithan Alloys Limited,7(2),Sudhanshu Agarwalla,23-Jul-2025 17:48,1185396,,0,0,0,0,Equity Shares,25000,547052,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185396_1491521_23072025054818_WEB.xml,Promoter Group,25000,0.09,0,Equity Shares,50000,0.17,23-Jul-2025,23-Jul-2025,23-Jul-2025,Gift,-,NA,-
MAITHANALL,Maithan Alloys Limited,7(2),Subhas Chandra Agarwalla,23-Jul-2025 17:48,1185396,,0,0,0,0,Equity Shares,41567,547050,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185396_1491521_23072025054818_WEB.xml,Promoters,6186803,21.25,0,Equity Shares,6228370,21.39,23-Jul-2025,23-Jul-2025,23-Jul-2025,Gift,-,NA,-
MAITHANALL,Maithan Alloys Limited,7(2),Subodh Agarwalla,23-Jul-2025 17:48,1185396,,0,0,0,0,Equity Shares,25000,547051,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185396_1491521_23072025054818_WEB.xml,Promoter Group,25000,0.09,0,Equity Shares,50000,0.17,23-Jul-2025,23-Jul-2025,23-Jul-2025,Gift,-,NA,-
MAITHANALL,Maithan Alloys Limited,7(2),Tripti Agarwalla,23-Jul-2025 17:48,1185396,,0,0,0,0,Equity Shares,15400,547054,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185396_1491521_23072025054818_WEB.xml,Promoter Group,9600,0.03,0,Equity Shares,25000,0.09,23-Jul-2025,23-Jul-2025,23-Jul-2025,Gift,-,NA,-
DMART,Avenue Supermarts Limited,7(2),Ignatius Navil Noronha,23-Jul-2025 17:24,1185394,,0,0,0,0,Equity Shares,10000,547042,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185394_1491474_23072025052410_WEB.xml,Director,12582414,1.93,40352400,Equity Shares,12572414,1.93,22-Jul-2025,22-Jul-2025,22-Jul-2025,Market Sale,-,NSE,-
DMART,Avenue Supermarts Limited,7(2),Manoranjan Suresh Sahoo,23-Jul-2025 17:24,1185394,,0,0,0,0,Equity Shares,2000,547043,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185394_1491474_23072025052410_WEB.xml,-,44740,0,8153767,Equity Shares,42740,0,22-Jul-2025,22-Jul-2025,23-Jul-2025,Market Sale,-,NSE,-
FONEBOX,Fonebox Retail Limited,7(2),RUSHI MANISHKUMAR PATEL,23-Jul-2025 16:55,1185392,,0,0,0,0,Equity Shares,4000,547039,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185392_1491421_23072025045557_WEB.xml,Immediate relative,5000,0.05,376800,Equity Shares,9000,0.09,21-Jul-2025,22-Jul-2025,23-Jul-2025,Market Purchase,-,NSE,-
WIPRO,Wipro Limited,7(2),Ashiq Hassanali,23-Jul-2025 16:18,1185389,,0,0,0,0,ADR/GDR/FCCB,12870,547030,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185389_1491327_23072025041815_WEB.xml,Employees/Designated Employees,12870,0,3279202,ADR/GDR/FCCB,Nil,0,21-Jul-2025,21-Jul-2025,22-Jul-2025,Market Sale,-,-,-
INFY,Infosys Limited,7(2),Bela Parikh,23-Jul-2025 16:17,1185388,,0,0,0,0,Equity Shares,860,547029,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185388_1491325_23072025041735_WEB.xml,Immediate relative,2754,0,1373110,Equity Shares,3614,0,13-Jun-2025,13-Jun-2025,21-Jul-2025,Market Purchase,-,NSE,-
GGBL,Ganesh Green Bharat Limited,7(2),Dhanjibhai Narsinhbhai Patel,23-Jul-2025 15:46,1185385,,0,0,0,0,Equity Shares,2400,547026,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185385_1491259_23072025034609_WEB.xml,Promoter Group,240000,0.97,1291928,Equity Shares,237600,0.96,14-Jul-2025,18-Jul-2025,22-Jul-2025,Market Sale,-,NSE,-
GEOJITFSL,Geojit Financial Services Limited,7(2),BNP Paribas SA,23-Jul-2025 15:28,1185384,,0,0,0,0,Equity Shares,18547,547025,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185384_1491235_23072025032823_WEB.xml,Promoters,62659283,22.45,1410038,Equity Shares,62640736,22.44,21-Jul-2025,21-Jul-2025,23-Jul-2025,Market Sale,-,NSE,-
SUNREST,Sunrest Lifescience Limited,7(2),NIKHILKUMAR YASHVNTLAL THAKKAR,23-Jul-2025 15:24,1185381,,0,0,0,0,Equity Shares,148800,547022,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185381_1491228_23072025032421_WEB.xml,Promoters,750000,17.48,7514400,Equity Shares,601200,14.01,22-Jul-2025,22-Jul-2025,23-Jul-2025,Market Sale,-,NSE,-
KIRLOSIND,Kirloskar Industries Limited,7(2),Sudhakar Natekar,23-Jul-2025 11:40,1185375,,0,0,0,0,Equity Shares,139,547019,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185375_1490994_23072025114058_WEB.xml,Employees/Designated Employees,137,0,1390,Equity Shares,276,0,23-Jul-2025,23-Jul-2025,23-Jul-2025,ESOP,-,NA,-
KIRLOSIND,Kirloskar Industries Limited,7(2),Manisha Bakshi,23-Jul-2025 11:40,1185375,,0,0,0,0,Equity Shares,278,547018,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185375_1490994_23072025114058_WEB.xml,Employees/Designated Employees,298,0,2780,Equity Shares,576,0,23-Jul-2025,23-Jul-2025,23-Jul-2025,ESOP,-,NA,-
KIRLOSIND,Kirloskar Industries Limited,7(2),Anandh Baheti,23-Jul-2025 11:40,1185375,,0,0,0,0,Equity Shares,869,547017,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185375_1490994_23072025114058_WEB.xml,Key Managerial Personnel,200,0,8690,Equity Shares,1069,0,23-Jul-2025,23-Jul-2025,23-Jul-2025,ESOP,-,NA,-
KIRLOSIND,Kirloskar Industries Limited,7(2),Kiran Chaudhari,23-Jul-2025 11:40,1185375,,0,0,0,0,Equity Shares,139,547020,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185375_1490994_23072025114058_WEB.xml,Employees/Designated Employees,137,0,1390,Equity Shares,276,0,23-Jul-2025,23-Jul-2025,23-Jul-2025,ESOP,-,NA,-
HCLTECH,HCL Technologies Limited,7(2),Saurabh Kumar,22-Jul-2025 20:44,1185373,,0,0,0,0,Equity Shares,8658,547011,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185373_1490865_22072025084428_WEB.xml,-,Nil,0,13537649,Equity Shares,8658,0,17-Jul-2025,17-Jul-2025,21-Jul-2025,ESOP,-,NA,-
HCLTECH,HCL Technologies Limited,7(2),RAHUL SOOD,22-Jul-2025 20:44,1185373,,0,0,0,0,Equity Shares,1828,547010,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185373_1490865_22072025084428_WEB.xml,-,Nil,0,2858261,Equity Shares,1828,0,17-Jul-2025,17-Jul-2025,21-Jul-2025,ESOP,-,NA,-
HCLTECH,HCL Technologies Limited,7(2),Vinay Bhanot,22-Jul-2025 20:44,1185373,,0,0,0,0,Equity Shares,14430,547012,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185373_1490865_22072025084428_WEB.xml,-,26,0,22562748,Equity Shares,14456,0,17-Jul-2025,17-Jul-2025,21-Jul-2025,ESOP,-,NA,-
HCLTECH,HCL Technologies Limited,7(2),HCL Technologies Stock Options Trust,22-Jul-2025 20:34,1185371,,0,0,0,0,Equity Shares,24916,547006,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185371_1490853_22072025083412_WEB.xml,-,4359622,0.16,38958658,Equity Shares,4334706,0.16,17-Jul-2025,17-Jul-2025,21-Jul-2025,ESOP,-,NA,-
M&M,Mahindra & Mahindra Limited,7(2),Ganesh Gangadhar Kota,22-Jul-2025 19:29,1185366,,0,0,0,0,Equity Shares,336,547004,Pledge Revoke,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185366_1490784_22072025072902_WEB.xml,Employees/Designated Employees,2484,0,1015930,Equity Shares,2484,0,16-Jun-2025,16-Jun-2025,22-Jul-2025,Revokation of Pledge,-,NA,-
DMART,Avenue Supermarts Limited,7(2),Rajeshkumar Jain,22-Jul-2025 17:45,1185363,,0,0,0,0,Equity Shares,3000,547002,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185363_1490514_22072025054536_WEB.xml,-,289734,0.04,12069900,Equity Shares,286734,0.04,21-Jul-2025,21-Jul-2025,21-Jul-2025,Market Sale,-,NSE,-
YASHOPTICS,Yash Optics & Lens Limited,7(2),TARUN MANHARLAL DOSHI,22-Jul-2025 17:44,1185361,,0,0,0,0,Equity Shares,1600,547000,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185361_1490507_22072025054451_WEB.xml,Promoters,5479571,22.13,135200,Equity Shares,5481171,22.13,21-Jul-2025,21-Jul-2025,22-Jul-2025,Market Purchase,-,NSE,-
GEOJITFSL,Geojit Financial Services Limited,7(2),BNP Paribas SA,22-Jul-2025 17:36,1185359,,0,0,0,0,Equity Shares,201351,546998,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185359_1490485_22072025053637_WEB.xml,Promoters,62860634,22.52,15370898,Equity Shares,62659283,22.45,18-Jul-2025,18-Jul-2025,22-Jul-2025,Market Sale,-,NSE,-
INFINIUM,Infinium Pharmachem Limited,7(2),Varshaben Pravinbhai Madhani,21-Jul-2025 19:48,1185356,,0,0,0,0,Equity Shares,779156,546993,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185356_1489665_21072025074843_WEB.xml,Promoter Group,1145840,7.35,0,Equity Shares,366684,2.35,21-Jul-2025,21-Jul-2025,21-Jul-2025,Gift,-,NSE,-
INFINIUM,Infinium Pharmachem Limited,7(2),Pravin Bhadabhai Madhani,21-Jul-2025 19:48,1185356,,0,0,0,0,Equity Shares,1472720,546994,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185356_1489665_21072025074843_WEB.xml,Promoters,1901840,12.2,0,Equity Shares,3374560,21.65,21-Jul-2025,21-Jul-2025,21-Jul-2025,Gift,-,NSE,-
INFINIUM,Infinium Pharmachem Limited,7(2),Krunal Pravinbhai Madhani,21-Jul-2025 19:48,1185356,,0,0,0,0,Equity Shares,779156,546995,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185356_1489665_21072025074843_WEB.xml,Promoter Group,Nil,0,0,Equity Shares,779156,5,21-Jul-2025,21-Jul-2025,21-Jul-2025,Gift,-,NSE,-
INFINIUM,Infinium Pharmachem Limited,7(2),Bhadabhai Kacharabhai Madhani,21-Jul-2025 19:48,1185356,,0,0,0,0,Equity Shares,1472720,546992,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185356_1489665_21072025074843_WEB.xml,Promoter Group,1472720,9.45,0,Equity Shares,Nil,0,21-Jul-2025,21-Jul-2025,21-Jul-2025,Gift,-,NSE,-
GANECOS,Ganesha Ecosphere Limited,7(2),GPL Finance Limited,21-Jul-2025 19:46,1185355,,0,0,0,0,Equity Shares,1339000,546991,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185355_1489655_21072025074644_WEB.xml,Promoter Group,2323809,9.13,1039327500,Equity Shares,3662809,13.67,17-Jul-2025,17-Jul-2025,17-Jul-2025,Conversion of security,-,NA,-
DMART,Avenue Supermarts Limited,7(2),Ignatius Navil Noronha,21-Jul-2025 17:59,1185351,,0,0,0,0,Equity Shares,5000,546984,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185351_1489255_21072025055905_WEB.xml,Director,12587414,1.93,20180000,Equity Shares,12582414,1.93,18-Jul-2025,18-Jul-2025,19-Jul-2025,Market Sale,-,NSE,-
DMART,Avenue Supermarts Limited,7(2),Bhuvan Reddy,21-Jul-2025 17:59,1185351,,0,0,0,0,Equity Shares,1000,546985,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185351_1489255_21072025055905_WEB.xml,-,43431,0,4050000,Equity Shares,42431,0,18-Jul-2025,18-Jul-2025,21-Jul-2025,Market Sale,-,NSE,-
SONATSOFTW,Sonata Software Limited,7(2),Sonata Software Limited Employee Welfare Trust,21-Jul-2025 16:00,1185348,,0,0,0,0,Equity Shares,55360,546981,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185348_1488830_21072025040052_WEB.xml,Other,2777851,0.99,24238465,Equity Shares,2833211,1.01,17-Jul-2025,18-Jul-2025,21-Jul-2025,Market Purchase,-,NSE,-
NIITLTD,NIIT Limited,7(2),Sapnesh Kumar Lalla,21-Jul-2025 15:35,1185346,,0,0,0,0,Equity Shares,57000,546977,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185346_1488757_21072025033524_WEB.xml,Director,575052,0.42,2325660,Equity Shares,632052,0.46,16-Jul-2025,16-Jul-2025,17-Jul-2025,ESOP,-,NA,-
NIITLTD,NIIT Limited,7(2),Rajan Venkataraman,21-Jul-2025 15:35,1185346,,0,0,0,0,Equity Shares,100000,546978,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185346_1488757_21072025033524_WEB.xml,-,1,0,4079000,Equity Shares,100001,0.07,16-Jul-2025,16-Jul-2025,17-Jul-2025,ESOP,-,NA,-
NIITLTD,NIIT Limited,7(2),Udai Singh,21-Jul-2025 15:35,1185346,,0,0,0,0,Equity Shares,75000,546979,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185346_1488757_21072025033524_WEB.xml,-,168151,0.12,3017000,Equity Shares,243151,0.18,16-Jul-2025,16-Jul-2025,17-Jul-2025,ESOP,-,NA,-
LEMERITE,Le Merite Exports Limited,7(2),Ashadevi Lath,21-Jul-2025 15:28,1185344,,0,0,0,0,Equity Shares,30000,546973,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185344_1488738_21072025032859_WEB.xml,Promoter Group,6464400,26.6,9961500,Equity Shares,6434400,26.48,17-Jul-2025,17-Jul-2025,18-Jul-2025,Market Sale,-,NSE,-
DHARIWAL,Dhariwalcorp Limited,7(2),Shakshi Dhariwal,21-Jul-2025 14:32,1185340,,0,0,0,0,Warrants,300000,546969,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185340_1488616_21072025023239_WEB.xml,Director,Nil,0,11511750,Warrants,300000,66.67,16-Jul-2025,16-Jul-2025,17-Jul-2025,Preferential Offer,-,NA,-
DHARIWAL,Dhariwalcorp Limited,7(2),Dilip Dhariwal,21-Jul-2025 14:32,1185340,,0,0,0,0,Warrants,50000,546970,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185340_1488616_21072025023239_WEB.xml,Director,Nil,0,1918625,Warrants,50000,11.11,16-Jul-2025,16-Jul-2025,17-Jul-2025,Preferential Offer,-,NA,-
SAKHTISUG,Sakthi Sugars Limited,7(2),ABT INVESTMENTS (INDIA) PRIVATE LIMITED,19-Jul-2025 17:22,1185337,,0,0,0,0,Equity Shares,13000000,546966,Pledge Revoke,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185337_1487893_19072025052251_WEB.xml,Promoter Group,66473540,55.93,330850000,Equity Shares,66473540,55.93,16-Jul-2025,16-Jul-2025,18-Jul-2025,Revokation of Pledge,-,NA,-
GENUSPOWER,Genus Power Infrastructures Limited,7(2),SHARDA TODI,19-Jul-2025 16:20,1185334,,0,0,0,0,Equity Shares,500000,546964,Pledge,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185334_1487804_19072025042035_WEB.xml,Promoters,2369927,0.78,188550000,Equity Shares,2369927,0.78,17-Jul-2025,17-Jul-2025,19-Jul-2025,Pledge Creation,-,NA,-
FONEBOX,Fonebox Retail Limited,7(2),RUSHI MANISHKUMAR PATEL,19-Jul-2025 14:51,1185332,,0,0,0,0,Equity Shares,1000,546962,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185332_1487669_19072025025110_WEB.xml,Immediate relative,4000,0.04,90500,Equity Shares,5000,0.05,17-Jul-2025,17-Jul-2025,19-Jul-2025,Market Purchase,-,NSE,-
SONATSOFTW,Sonata Software Limited,7(2),Sonata Software Limited Employee Welfare Trust,18-Jul-2025 20:19,1185329,,0,0,0,0,Equity Shares,82844,546956,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185329_1487284_18072025081920_WEB.xml,Other,2695007,0.96,36001762,Equity Shares,2777851,0.99,14-Jul-2025,16-Jul-2025,16-Jul-2025,Market Purchase,-,NSE,-
FALCONTECH,Falcon Technoprojects India Limited,7(2),Bharat Shreekishan Parihar,18-Jul-2025 17:57,1185326,,0,0,0,0,Equity Shares,132000,546954,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185326_1486929_18072025055742_WEB.xml,Promoters,1997178,37.28,2039400,Equity Shares,1865178,34.82,18-Jul-2025,18-Jul-2025,18-Jul-2025,Market Sale,-,NSE,-
FALCONTECH,Falcon Technoprojects India Limited,7(2),Bharat Shreekishan Parihar,18-Jul-2025 17:57,1185326,,0,0,0,0,Equity Shares,140400,546953,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185326_1486929_18072025055742_WEB.xml,Promoters,2137578,39.9,2250612,Equity Shares,1997178,37.28,17-Jul-2025,17-Jul-2025,18-Jul-2025,Market Sale,-,NSE,-
DMART,Avenue Supermarts Limited,7(2),RAJESHKUMAR JAIN,18-Jul-2025 17:51,1185324,,0,0,0,0,Equity Shares,1255,546950,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185324_1486902_18072025055110_WEB.xml,-,290989,0.04,5095300,Equity Shares,289734,0.04,17-Jul-2025,17-Jul-2025,17-Jul-2025,Market Sale,-,NSE,-
GPIL,Godawari Power And Ispat limited,7(2),Yarra Chandra Rao,18-Jul-2025 17:25,1185321,,0,0,0,0,Equity Shares,10000,546944,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185321_1486801_18072025052522_WEB.xml,Key Managerial Personnel,26465,0,1162000,Equity Shares,36465,0,17-Jul-2025,17-Jul-2025,18-Jul-2025,ESOP,-,NA,-
GPIL,Godawari Power And Ispat limited,7(2),Nishant Bajpai,18-Jul-2025 17:25,1185321,,0,0,0,0,Equity Shares,10000,546947,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185321_1486801_18072025052522_WEB.xml,Employees/Designated Employees,165,0,1162000,Equity Shares,10165,0,17-Jul-2025,17-Jul-2025,18-Jul-2025,ESOP,-,NA,-
GPIL,Godawari Power And Ispat limited,7(2),Reetesh Kumar,18-Jul-2025 17:25,1185321,,0,0,0,0,Equity Shares,12900,546943,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185321_1486801_18072025052522_WEB.xml,Employees/Designated Employees,16460,0,1498980,Equity Shares,29360,0,17-Jul-2025,17-Jul-2025,18-Jul-2025,ESOP,-,NA,-
GPIL,Godawari Power And Ispat limited,7(2),Dinesh Kumar Gandhi,18-Jul-2025 17:25,1185321,,0,0,0,0,Equity Shares,15000,546942,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1185321_1486801_18072025052522_WEB.xml,Director,15000,0,1743000,Equity Shares,30000,0,17-Jul-2025,17-Jul-2025,18-Jul-2025,ESOP,-,NA,-
